8140 = U+3000 // 　
f4bd = U+e36c // 
f4be = U+e36d // 
f4bf = U+e36e // 
f4c0 = U+e36f // 
f4c1 = U+e370 // 
f4c2 = U+e371 // 
f4c3 = U+e372 // 
f4c4 = U+e373 // 
f4c5 = U+e374 // 
f4c6 = U+e375 // 
f4c7 = U+e376 // 
f4c8 = U+e377 // 
f4c9 = U+e378 // 
f4ca = U+e379 // 
f4cb = U+e37a // 
f4cc = U+e37b // 
f4cd = U+e37c // 
f4ce = U+e37d // 
f4cf = U+e37e // 
f4d0 = U+e37f // 
f4d1 = U+e380 // 
f4d2 = U+e381 // 
f4d3 = U+e382 // 
f4d4 = U+e383 // 
f4d5 = U+e384 // 
f4d6 = U+e385 // 
f4d7 = U+e386 // 
f4d8 = U+e387 // 
f4d9 = U+e388 // 
f4da = U+e389 // 
f4db = U+e38a // 
f4dc = U+e38b // 
f4dd = U+e38c // 
f4de = U+e38d // 
f4df = U+e38e // 
f4e0 = U+e38f // 
f4e1 = U+e390 // 
f4e2 = U+e391 // 
f4e3 = U+e392 // 
f4e4 = U+e393 // 
f4e5 = U+e394 // 
f4e6 = U+e395 // 
f4e7 = U+e396 // 
f4e8 = U+e397 // 
f4e9 = U+e398 // 
f4ea = U+e399 // 
f4eb = U+e39a // 
f4ec = U+e39b // 
f4ed = U+e39c // 
f4ee = U+e39d // 
f4ef = U+e39e // 
f4f0 = U+e39f // 
f4f1 = U+e3a0 // 
f4f2 = U+e3a1 // 
f4f3 = U+e3a2 // 
f4f4 = U+e3a3 // 
f4f5 = U+e3a4 // 
f4f6 = U+e3a5 // 
f4f7 = U+e3a6 // 
f4f8 = U+e3a7 // 
f4f9 = U+e3a8 // 
f4fa = U+e3a9 // 
f4fb = U+e3aa // 
f4fc = U+e3ab // 
f540 = U+e3ac // 
f541 = U+e3ad // 
f542 = U+e3ae // 
f543 = U+e3af // 
f544 = U+e3b0 // 
f545 = U+e3b1 // 
f546 = U+e3b2 // 
f547 = U+e3b3 // 
f548 = U+e3b4 // 
f549 = U+e3b5 // 
f54a = U+e3b6 // 
f54b = U+e3b7 // 
f54c = U+e3b8 // 
f54d = U+e3b9 // 
f54e = U+e3ba // 
f54f = U+e3bb // 
f550 = U+e3bc // 
f551 = U+e3bd // 
f552 = U+e3be // 
f553 = U+e3bf // 
f554 = U+e3c0 // 
f555 = U+e3c1 // 
f556 = U+e3c2 // 
f557 = U+e3c3 // 
f558 = U+e3c4 // 
f559 = U+e3c5 // 
f55a = U+e3c6 // 
f55b = U+e3c7 // 
f55d = U+e3c9 // 
f55e = U+e3ca // 
f55f = U+e3cb // 
f561 = U+e3cd // 
f562 = U+e3ce // 
f563 = U+e3cf // 
f564 = U+e3d0 // 
f565 = U+e3d1 // 
f566 = U+e3d2 // 
f567 = U+e3d3 // 
f568 = U+e3d4 // 
f569 = U+e3d5 // 
f56a = U+e3d6 // 
f56b = U+e3d7 // 
f56c = U+e3d8 // 
f56d = U+e3d9 // 
f56e = U+e3da // 
f56f = U+e3db // 
f570 = U+e3dc // 
f571 = U+e3dd // 
f572 = U+e3de // 
f573 = U+e3df // 
f574 = U+e3e0 // 
f575 = U+e3e1 // 
f576 = U+e3e2 // 
f577 = U+e3e3 // 
f578 = U+e3e4 // 
f579 = U+e3e5 // 
f57a = U+e3e6 // 
f57b = U+e3e7 // 
f57c = U+e3e8 // 
f57d = U+e3e9 // 
f57e = U+e3ea // 
f580 = U+e3eb // 
f581 = U+e3ec // 
f582 = U+e3ed // 
f583 = U+e3ee // 
f584 = U+e3ef // 
f585 = U+e3f0 // 
f586 = U+e3f1 // 
f587 = U+e3f2 // 
f588 = U+e3f3 // 
f589 = U+e3f4 // 
f58a = U+e3f5 // 
f58b = U+e3f6 // 
f58c = U+e3f7 // 
f58d = U+e3f8 // 
f58e = U+e3f9 // 
f58f = U+e3fa // 
f590 = U+e3fb // 
f591 = U+e3fc // 
f592 = U+e3fd // 
f593 = U+e3fe // 
f594 = U+e3ff // 
f595 = U+e400 // 
f596 = U+e401 // 
f597 = U+e402 // 
f598 = U+e403 // 
f599 = U+e404 // 
f59a = U+e405 // 
f59b = U+e406 // 
f59c = U+e407 // 
f59d = U+e408 // 
f59e = U+e409 // 
f59f = U+e40a // 
f5a0 = U+e40b // 
f5a1 = U+e40c // 
f5a2 = U+e40d // 
f5a3 = U+e40e // 
f5a4 = U+e40f // 
f5a5 = U+e410 // 
f5a6 = U+e411 // 
f5a7 = U+e412 // 
f5a8 = U+e413 // 
f5a9 = U+e414 // 
f5aa = U+e415 // 
f5ab = U+e416 // 
f5ac = U+e417 // 
f5ad = U+e418 // 
f5ae = U+e419 // 
f5af = U+e41a // 
f5b0 = U+e41b // 
f5b1 = U+e41c // 
f5b2 = U+e41d // 
f5b3 = U+e41e // 
f5b4 = U+e41f // 
f5b5 = U+e420 // 
f5b6 = U+e421 // 
f5b7 = U+e422 // 
f5b8 = U+e423 // 
f5b9 = U+e424 // 
f5ba = U+e425 // 
f5bb = U+e426 // 
f5bc = U+e427 // 
f5bd = U+e428 // 
f5be = U+e429 // 
f5bf = U+e42a // 
f5c0 = U+e42b // 
f5c1 = U+e42c // 
f5c2 = U+e42d // 
f5c3 = U+e42e // 
f5c4 = U+e42f // 
f5c5 = U+e430 // 
f5c6 = U+e431 // 
f5c7 = U+e432 // 
f5c8 = U+e433 // 
f5c9 = U+e434 // 
f5ca = U+e435 // 
f5cb = U+e436 // 
f5cc = U+e437 // 
f5cd = U+e438 // 
f5ce = U+e439 // 
f5cf = U+e43a // 
f5d0 = U+e43b // 
f5d1 = U+e43c // 
f5d2 = U+e43d // 
f5d3 = U+e43e // 
f5d4 = U+e43f // 
f5d5 = U+e440 // 
f5d6 = U+e441 // 
f5d7 = U+e442 // 
f5d8 = U+e443 // 
f5d9 = U+e444 // 
f5da = U+e445 // 
f5db = U+e446 // 
f5dc = U+e447 // 
f5dd = U+e448 // 
f5de = U+e449 // 
f5df = U+e44a // 
f5e0 = U+e44b // 
f5e1 = U+e44c // 
f5e2 = U+e44d // 
f5e3 = U+e44e // 
f5e4 = U+e44f // 
f5e5 = U+e450 // 
f5e6 = U+e451 // 
f5e7 = U+e452 // 
f5e8 = U+e453 // 
f5e9 = U+e454 // 
f5ea = U+e455 // 
f5eb = U+e456 // 
f5ec = U+e457 // 
f5ed = U+e458 // 
f5ee = U+e459 // 
f5ef = U+e45a // 
f5f0 = U+e45b // 
f5f1 = U+e45c // 
f5f2 = U+e45d // 
f5f3 = U+e45e // 
f5f4 = U+e45f // 
f5f5 = U+e460 // 
f5f6 = U+e461 // 
f5f7 = U+e462 // 
f5f8 = U+e463 // 
f5f9 = U+e464 // 
f5fa = U+e465 // 
f5fb = U+e466 // 
f5fc = U+e467 // 
f640 = U+e468 // 
f641 = U+e469 // 
f642 = U+e46a // 
f643 = U+e46b // 
f644 = U+e46c // 
f645 = U+e46d // 
f646 = U+e46e // 
f647 = U+e46f // 
f648 = U+e470 // 
f649 = U+e471 // 
f64a = U+e472 // 
f64b = U+e473 // 
f64c = U+e474 // 
f64d = U+e475 // 
f64e = U+e476 // 
f64f = U+e477 // 
f650 = U+e478 // 
f651 = U+e479 // 
f652 = U+e47a // 
f653 = U+e47b // 
f654 = U+e47c // 
f655 = U+e47d // 
f656 = U+e47e // 
f657 = U+e47f // 
f658 = U+e480 // 
f659 = U+e481 // 
f65a = U+e482 // 
f65b = U+e483 // 
f65d = U+e485 // 
f65e = U+e486 // 
f65f = U+e487 // 
f661 = U+e489 // 
f662 = U+e48a // 
f663 = U+e48b // 
f664 = U+e48c // 
f665 = U+e48d // 
f666 = U+e48e // 
f667 = U+e48f // 
f668 = U+e490 // 
f669 = U+e491 // 
f66a = U+e492 // 
f66b = U+e493 // 
f66c = U+e494 // 
f66d = U+e495 // 
f66e = U+e496 // 
f66f = U+e497 // 
f670 = U+e498 // 
f671 = U+e499 // 
f672 = U+e49a // 
f673 = U+e49b // 
f674 = U+e49c // 
f675 = U+e49d // 
f676 = U+e49e // 
f677 = U+e49f // 
f678 = U+e4a0 // 
f679 = U+e4a1 // 
f67a = U+e4a2 // 
f67b = U+e4a3 // 
f67c = U+e4a4 // 
f67d = U+e4a5 // 
f67e = U+e4a6 // 
f680 = U+e4a7 // 
f681 = U+e4a8 // 
f682 = U+e4a9 // 
f683 = U+e4aa // 
f684 = U+e4ab // 
f685 = U+e4ac // 
f686 = U+e4ad // 
f687 = U+e4ae // 
f688 = U+e4af // 
f689 = U+e4b0 // 
f68a = U+e4b1 // 
f68b = U+e4b2 // 
f68c = U+e4b3 // 
f68d = U+e4b4 // 
f68e = U+e4b5 // 
f68f = U+e4b6 // 
f690 = U+e4b7 // 
f691 = U+e4b8 // 
f692 = U+e4b9 // 
f693 = U+e4ba // 
f694 = U+e4bb // 
f695 = U+e4bc // 
f696 = U+e4bd // 
f697 = U+e4be // 
f698 = U+e4bf // 
f699 = U+e4c0 // 
f69a = U+e4c1 // 
f69b = U+e4c2 // 
f69c = U+e4c3 // 
f69d = U+e4c4 // 
f69e = U+e4c5 // 
f69f = U+e4c6 // 
f6a0 = U+e4c7 // 
f6a1 = U+e4c8 // 
f6a2 = U+e4c9 // 
f6a3 = U+e4ca // 
f6a4 = U+e4cb // 
f6a5 = U+e4cc // 
f6a6 = U+e4cd // 
f6a7 = U+e4ce // 
f6a8 = U+e4cf // 
f6a9 = U+e4d0 // 
f6aa = U+e4d1 // 
f6ab = U+e4d2 // 
f6ac = U+e4d3 // 
f6ad = U+e4d4 // 
f6ae = U+e4d5 // 
f6af = U+e4d6 // 
f6b0 = U+e4d7 // 
f6b1 = U+e4d8 // 
f6b2 = U+e4d9 // 
f6b3 = U+e4da // 
f6b4 = U+e4db // 
f6b5 = U+e4dc // 
f6b6 = U+e4dd // 
f6b7 = U+e4de // 
f6b8 = U+e4df // 
f6b9 = U+e4e0 // 
f6ba = U+e4e1 // 
f6bb = U+e4e2 // 
f6bc = U+e4e3 // 
f6bd = U+e4e4 // 
f6be = U+e4e5 // 
f6bf = U+e4e6 // 
f6c0 = U+e4e7 // 
f6c1 = U+e4e8 // 
f6c2 = U+e4e9 // 
f6c3 = U+e4ea // 
f6c4 = U+e4eb // 
f6c5 = U+e4ec // 
f6c6 = U+e4ed // 
f6c7 = U+e4ee // 
f6c8 = U+e4ef // 
f6c9 = U+e4f0 // 
f6ca = U+e4f1 // 
f6cb = U+e4f2 // 
f6cc = U+e4f3 // 
f6cd = U+e4f4 // 
f6ce = U+e4f5 // 
f6cf = U+e4f6 // 
f6d0 = U+e4f7 // 
f6d1 = U+e4f8 // 
f6d2 = U+e4f9 // 
f6d3 = U+e4fa // 
f6d4 = U+e4fb // 
f6d5 = U+e4fc // 
f6d6 = U+e4fd // 
f6d7 = U+e4fe // 
f6d8 = U+e4ff // 
f6d9 = U+e500 // 
f6da = U+e501 // 
f6db = U+e502 // 
f6dc = U+e503 // 
f6dd = U+e504 // 
f6de = U+e505 // 
f6df = U+e506 // 
f6e0 = U+e507 // 
f6e1 = U+e508 // 
f6e2 = U+e509 // 
f6e3 = U+e50a // 
f6e4 = U+e50b // 
f6e5 = U+e50c // 
f6e6 = U+e50d // 
f6e7 = U+e50e // 
f6e8 = U+e50f // 
f6e9 = U+e510 // 
f6ea = U+e511 // 
f6eb = U+e512 // 
f6ec = U+e513 // 
f6ed = U+e514 // 
f6ee = U+e515 // 
f6ef = U+e516 // 
f6f0 = U+e517 // 
f6f1 = U+e518 // 
f6f2 = U+e519 // 
f6f3 = U+e51a // 
f6f4 = U+e51b // 
f6f5 = U+e51c // 
f6f6 = U+e51d // 
f6f7 = U+e51e // 
f6f8 = U+e51f // 
f6f9 = U+e520 // 
f6fa = U+e521 // 
f6fb = U+e522 // 
f6fc = U+e523 // 
f740 = U+e524 // 
f741 = U+e525 // 
f742 = U+e526 // 
f743 = U+e527 // 
f744 = U+e528 // 
f745 = U+e529 // 
f746 = U+e52a // 
f747 = U+e52b // 
f748 = U+e52c // 
f749 = U+e52d // 
f74a = U+e52e // 
f74b = U+e52f // 
f74c = U+e530 // 
f74d = U+e531 // 
f74e = U+e532 // 
f74f = U+e533 // 
f750 = U+e534 // 
f751 = U+e535 // 
f752 = U+e536 // 
f753 = U+e537 // 
f754 = U+e538 // 
f755 = U+e539 // 
f756 = U+e53a // 
f757 = U+e53b // 
f758 = U+e53c // 
f759 = U+e53d // 
f75a = U+e53e // 
f75b = U+e53f // 
f75d = U+e541 // 
f75e = U+e542 // 
f75f = U+e543 // 
f761 = U+e545 // 
f762 = U+e546 // 
f763 = U+e547 // 
f764 = U+e548 // 
f765 = U+e549 // 
f766 = U+e54a // 
f767 = U+e54b // 
f768 = U+e54c // 
f769 = U+e54d // 
f76a = U+e54e // 
f76b = U+e54f // 
f76c = U+e550 // 
f76d = U+e551 // 
f76e = U+e552 // 
f76f = U+e553 // 
f770 = U+e554 // 
f771 = U+e555 // 
f772 = U+e556 // 
f773 = U+e557 // 
f774 = U+e558 // 
f775 = U+e559 // 
f776 = U+e55a // 
f777 = U+e55b // 
f778 = U+e55c // 
f779 = U+e55d // 
f77a = U+e55e // 
f77b = U+e55f // 
f77c = U+e560 // 
f77d = U+e561 // 
f77e = U+e562 // 
f780 = U+e563 // 
f781 = U+e564 // 
f782 = U+e565 // 
f783 = U+e566 // 
f784 = U+e567 // 
f785 = U+e568 // 
f786 = U+e569 // 
f787 = U+e56a // 
f788 = U+e56b // 
f789 = U+e56c // 
f78a = U+e56d // 
f78b = U+e56e // 
f78c = U+e56f // 
f78d = U+e570 // 
f78e = U+e571 // 
f78f = U+e572 // 
f790 = U+e573 // 
f791 = U+e574 // 
f792 = U+e575 // 
f793 = U+e576 // 
f794 = U+e577 // 
f795 = U+e578 // 
f796 = U+e579 // 
f797 = U+e57a // 
f798 = U+e57b // 
f799 = U+e57c // 
f79a = U+e57d // 
f79b = U+e57e // 
f79c = U+e57f // 
f79d = U+e580 // 
f79e = U+e581 // 
f79f = U+e582 // 
f7a0 = U+e583 // 
f7a1 = U+e584 // 
f7a2 = U+e585 // 
f7a3 = U+e586 // 
f7a4 = U+e587 // 
f7a5 = U+e588 // 
f7a6 = U+e589 // 
f7a7 = U+e58a // 
f7a8 = U+e58b // 
f7a9 = U+e58c // 
f7aa = U+e58d // 
f7ab = U+e58e // 
f7ac = U+e58f // 
f7ad = U+e590 // 
f7ae = U+e591 // 
f7af = U+e592 // 
f7b0 = U+e593 // 
f7b1 = U+e594 // 
f7b2 = U+e595 // 
f7b3 = U+e596 // 
f7b4 = U+e597 // 
f7b5 = U+e598 // 
f7b6 = U+e599 // 
f7b7 = U+e59a // 
f7b8 = U+e59b // 
f7b9 = U+e59c // 
f7ba = U+e59d // 
f7bb = U+e59e // 
f7bc = U+e59f // 
f7bd = U+e5a0 // 
f7be = U+e5a1 // 
f7bf = U+e5a2 // 
f7c0 = U+e5a3 // 
f7c1 = U+e5a4 // 
f7c2 = U+e5a5 // 
f7c3 = U+e5a6 // 
f7c4 = U+e5a7 // 
f7c5 = U+e5a8 // 
f7c6 = U+e5a9 // 
f7c7 = U+e5aa // 
f7c8 = U+e5ab // 
f7c9 = U+e5ac // 
f7ca = U+e5ad // 
f7cb = U+e5ae // 
f7cc = U+e5af // 
f7cd = U+e5b0 // 
f7ce = U+e5b1 // 
f7cf = U+e5b2 // 
f7d0 = U+e5b3 // 
f7d1 = U+e5b4 // 
f7d2 = U+e5b5 // 
f7d3 = U+e5b6 // 
f7d4 = U+e5b7 // 
f7d5 = U+e5b8 // 
f7d6 = U+e5b9 // 
f7d7 = U+e5ba // 
f7d8 = U+e5bb // 
f7d9 = U+e5bc // 
f7da = U+e5bd // 
f7db = U+e5be // 
f7dc = U+e5bf // 
f7dd = U+e5c0 // 
f7de = U+e5c1 // 
f7df = U+e5c2 // 
f7e0 = U+e5c3 // 
f7e1 = U+e5c4 // 
f7e2 = U+e5c5 // 
f7e3 = U+e5c6 // 
f7e4 = U+e5c7 // 
f7e5 = U+e5c8 // 
f7e6 = U+e5c9 // 
f7e7 = U+e5ca // 
f7e8 = U+e5cb // 
f7e9 = U+e5cc // 
f7ea = U+e5cd // 
f7eb = U+e5ce // 
f7ec = U+e5cf // 
f7ed = U+e5d0 // 
f7ee = U+e5d1 // 
f7ef = U+e5d2 // 
f7f0 = U+e5d3 // 
f7f1 = U+e5d4 // 
f7f2 = U+e5d5 // 
f7f3 = U+e5d6 // 
f7f4 = U+e5d7 // 
f7f5 = U+e5d8 // 
f7f6 = U+e5d9 // 
f7f7 = U+e5da // 
f7f8 = U+e5db // 
f7f9 = U+e5dc // 
f7fa = U+e5dd // 
f7fb = U+e5de // 
f7fc = U+e5df // 
f840 = U+e5e0 // 
f841 = U+e5e1 // 
f842 = U+e5e2 // 
f843 = U+e5e3 // 
f844 = U+e5e4 // 
f845 = U+e5e5 // 
f846 = U+e5e6 // 
f847 = U+e5e7 // 
f848 = U+e5e8 // 
f849 = U+e5e9 // 
f84a = U+e5ea // 
f84b = U+e5eb // 
f84c = U+e5ec // 
f84d = U+e5ed // 
f84e = U+e5ee // 
f84f = U+e5ef // 
f850 = U+e5f0 // 
f851 = U+e5f1 // 
f852 = U+e5f2 // 
f853 = U+e5f3 // 
f854 = U+e5f4 // 
f855 = U+e5f5 // 
f856 = U+e5f6 // 
f857 = U+e5f7 // 
f858 = U+e5f8 // 
f859 = U+e5f9 // 
f85a = U+e5fa // 
f85b = U+e5fb // 
f85d = U+e5fd // 
f85e = U+e5fe // 
f85f = U+e5ff // 
f861 = U+e601 // 
f862 = U+e602 // 
f863 = U+e603 // 
f864 = U+e604 // 
f865 = U+e605 // 
f866 = U+e606 // 
f867 = U+e607 // 
f868 = U+e608 // 
f869 = U+e609 // 
f86a = U+e60a // 
f86b = U+e60b // 
f86c = U+e60c // 
f86d = U+e60d // 
f86e = U+e60e // 
f86f = U+e60f // 
f870 = U+e610 // 
f871 = U+e611 // 
f872 = U+e612 // 
f873 = U+e613 // 
f874 = U+e614 // 
f875 = U+e615 // 
f876 = U+e616 // 
f877 = U+e617 // 
f878 = U+e618 // 
f879 = U+e619 // 
f87a = U+e61a // 
f87b = U+e61b // 
f87c = U+e61c // 
f87d = U+e61d // 
f87e = U+e61e // 
f880 = U+e61f // 
f881 = U+e620 // 
f882 = U+e621 // 
f883 = U+e622 // 
f884 = U+e623 // 
f885 = U+e624 // 
f886 = U+e625 // 
f887 = U+e626 // 
f888 = U+e627 // 
f889 = U+e628 // 
f88a = U+e629 // 
f88b = U+e62a // 
f88c = U+e62b // 
f88d = U+e62c // 
f88e = U+e62d // 
f88f = U+e62e // 
f890 = U+e62f // 
f891 = U+e630 // 
f892 = U+e631 // 
f893 = U+e632 // 
f894 = U+e633 // 
f895 = U+e634 // 
f896 = U+e635 // 
f897 = U+e636 // 
f898 = U+e637 // 
f899 = U+e638 // 
f89a = U+e639 // 
f89b = U+e63a // 
f89c = U+e63b // 
f89d = U+e63c // 
f89e = U+e63d // 
f89f = U+e63e // 
f8a0 = U+e63f // 
f8a1 = U+e640 // 
f8a2 = U+e641 // 
f8a3 = U+e642 // 
f8a4 = U+e643 // 
f8a5 = U+e644 // 
f8a6 = U+e645 // 
f8a7 = U+e646 // 
f8a8 = U+e647 // 
f8a9 = U+e648 // 
f8aa = U+e649 // 
f8ab = U+e64a // 
f8ac = U+e64b // 
f8ad = U+e64c // 
f8ae = U+e64d // 
f8af = U+e64e // 
f8b0 = U+e64f // 
f8b1 = U+e650 // 
f8b2 = U+e651 // 
f8b3 = U+e652 // 
f8b4 = U+e653 // 
f8b5 = U+e654 // 
f8b6 = U+e655 // 
f8b7 = U+e656 // 
f8b8 = U+e657 // 
f8b9 = U+e658 // 
f8ba = U+e659 // 
f8bb = U+e65a // 
f8bc = U+e65b // 
f8bd = U+e65c // 
f8be = U+e65d // 
f8bf = U+e65e // 
f8c0 = U+e65f // 
f8c1 = U+e660 // 
f8c2 = U+e661 // 
f8c3 = U+e662 // 
f8c4 = U+e663 // 
f8c5 = U+e664 // 
f8c6 = U+e665 // 
f8c7 = U+e666 // 
f8c8 = U+e667 // 
f8c9 = U+e668 // 
f8ca = U+e669 // 
f8cb = U+e66a // 
f8cc = U+e66b // 
f8cd = U+e66c // 
f8ce = U+e66d // 
f8cf = U+e66e // 
f8d0 = U+e66f // 
f8d1 = U+e670 // 
f8d2 = U+e671 // 
f8d3 = U+e672 // 
f8d4 = U+e673 // 
f8d5 = U+e674 // 
f8d6 = U+e675 // 
f8d7 = U+e676 // 
f8d8 = U+e677 // 
f8d9 = U+e678 // 
f8da = U+e679 // 
f8db = U+e67a // 
f8dc = U+e67b // 
f8dd = U+e67c // 
f8de = U+e67d // 
f8df = U+e67e // 
f8e0 = U+e67f // 
f8e1 = U+e680 // 
f8e2 = U+e681 // 
f8e3 = U+e682 // 
f8e4 = U+e683 // 
f8e5 = U+e684 // 
f8e6 = U+e685 // 
f8e7 = U+e686 // 
f8e8 = U+e687 // 
f8e9 = U+e688 // 
f8ea = U+e689 // 
f8eb = U+e68a // 
f8ec = U+e68b // 
f8ed = U+e68c // 
f8ee = U+e68d // 
f8ef = U+e68e // 
f8f0 = U+e68f // 
f8f1 = U+e690 // 
f8f2 = U+e691 // 
f8f3 = U+e692 // 
f8f4 = U+e693 // 
f8f5 = U+e694 // 
f8f6 = U+e695 // 
f8f7 = U+e696 // 
f8f8 = U+e697 // 
f8f9 = U+e698 // 
f8fa = U+e699 // 
f8fb = U+e69a // 
f8fc = U+e69b // 
f940 = U+e69c // 
f941 = U+e69d // 
f942 = U+e69e // 
f943 = U+e69f // 
f944 = U+e6a0 // 
f945 = U+e6a1 // 
f946 = U+e6a2 // 
f947 = U+e6a3 // 
f948 = U+e6a4 // 
f949 = U+e6a5 // 
f94a = U+e6a6 // 
f94b = U+e6a7 // 
f94c = U+e6a8 // 
f94d = U+e6a9 // 
f94e = U+e6aa // 
f94f = U+e6ab // 
f950 = U+e6ac // 
f951 = U+e6ad // 
f952 = U+e6ae // 
f953 = U+e6af // 
f954 = U+e6b0 // 
f955 = U+e6b1 // 
f956 = U+e6b2 // 
f957 = U+e6b3 // 
f958 = U+e6b4 // 
f959 = U+e6b5 // 
f95a = U+e6b6 // 
f95b = U+e6b7 // 
f95d = U+e6b9 // 
f95e = U+e6ba // 
f95f = U+e6bb // 
f961 = U+e6bd // 
f962 = U+e6be // 
f963 = U+e6bf // 
f964 = U+e6c0 // 
f965 = U+e6c1 // 
f966 = U+e6c2 // 
f967 = U+e6c3 // 
f968 = U+e6c4 // 
f969 = U+e6c5 // 
f96a = U+e6c6 // 
f96b = U+e6c7 // 
f96c = U+e6c8 // 
f96d = U+e6c9 // 
f96e = U+e6ca // 
f96f = U+e6cb // 
f970 = U+e6cc // 
f971 = U+e6cd // 
f972 = U+e6ce // 
f973 = U+e6cf // 
f974 = U+e6d0 // 
f975 = U+e6d1 // 
f976 = U+e6d2 // 
f977 = U+e6d3 // 
f978 = U+e6d4 // 
f979 = U+e6d5 // 
f97a = U+e6d6 // 
f97b = U+e6d7 // 
f97c = U+e6d8 // 
f97d = U+e6d9 // 
f97e = U+e6da // 
f980 = U+e6db // 
f981 = U+e6dc // 
f982 = U+e6dd // 
f983 = U+e6de // 
f984 = U+e6df // 
f985 = U+e6e0 // 
f986 = U+e6e1 // 
f987 = U+e6e2 // 
f988 = U+e6e3 // 
f989 = U+e6e4 // 
f98a = U+e6e5 // 
f98b = U+e6e6 // 
f98c = U+e6e7 // 
f98d = U+e6e8 // 
f98e = U+e6e9 // 
f98f = U+e6ea // 
f990 = U+e6eb // 
f991 = U+e6ec // 
f992 = U+e6ed // 
f993 = U+e6ee // 
f994 = U+e6ef // 
f995 = U+e6f0 // 
f996 = U+e6f1 // 
f997 = U+e6f2 // 
f998 = U+e6f3 // 
f999 = U+e6f4 // 
f99a = U+e6f5 // 
f99b = U+e6f6 // 
f99c = U+e6f7 // 
f99d = U+e6f8 // 
f99e = U+e6f9 // 
f99f = U+e6fa // 
f9a0 = U+e6fb // 
f9a1 = U+e6fc // 
f9a2 = U+e6fd // 
f9a3 = U+e6fe // 
f9a4 = U+e6ff // 
f9a5 = U+e700 // 
f9a6 = U+e701 // 
f9a7 = U+e702 // 
f9a8 = U+e703 // 
f9a9 = U+e704 // 
f9aa = U+e705 // 
f9ab = U+e706 // 
f9ac = U+e707 // 
f9ad = U+e708 // 
f9ae = U+e709 // 
f9af = U+e70a // 
f9b0 = U+e70b // 
f9b1 = U+e70c // 
f9b2 = U+e70d // 
f9b3 = U+e70e // 
f9b4 = U+e70f // 
f9b5 = U+e710 // 
f9b6 = U+e711 // 
f9b7 = U+e712 // 
f9b8 = U+e713 // 
f9b9 = U+e714 // 
f9ba = U+e715 // 
f9bb = U+e716 // 
f9bc = U+e717 // 
f9bd = U+e718 // 
f9be = U+e719 // 
f9bf = U+e71a // 
f9c0 = U+e71b // 
f9c1 = U+e71c // 
f9c2 = U+e71d // 
f9c3 = U+e71e // 
f9c4 = U+e71f // 
f9c5 = U+e720 // 
f9c6 = U+e721 // 
f9c7 = U+e722 // 
f9c8 = U+e723 // 
f9c9 = U+e724 // 
f9ca = U+e725 // 
f9cb = U+e726 // 
f9cc = U+e727 // 
f9cd = U+e728 // 
f9ce = U+e729 // 
f9cf = U+e72a // 
f9d0 = U+e72b // 
f9d1 = U+e72c // 
f9d2 = U+e72d // 
f9d3 = U+e72e // 
f9d4 = U+e72f // 
f9d5 = U+e730 // 
f9d6 = U+e731 // 
f9d7 = U+e732 // 
f9d8 = U+e733 // 
f9d9 = U+e734 // 
f9da = U+e735 // 
f9db = U+e736 // 
f9dc = U+e737 // 
f9dd = U+e738 // 
f9de = U+e739 // 
f9df = U+e73a // 
f9e0 = U+e73b // 
f9e1 = U+e73c // 
f9e2 = U+e73d // 
f9e3 = U+e73e // 
f9e4 = U+e73f // 
f9e5 = U+e740 // 
f9e6 = U+e741 // 
f9e7 = U+e742 // 
f9e8 = U+e743 // 
f9e9 = U+e744 // 
f9ea = U+e745 // 
f9eb = U+e746 // 
f9ec = U+e747 // 
f9ed = U+e748 // 
f9ee = U+e749 // 
f9ef = U+e74a // 
f9f0 = U+e74b // 
f9f1 = U+e74c // 
f9f2 = U+e74d // 
f9f3 = U+e74e // 
f9f4 = U+e74f // 
f9f5 = U+e750 // 
f9f6 = U+e751 // 
f9f7 = U+e752 // 
f9f8 = U+e753 // 
f9f9 = U+e754 // 
f9fa = U+e755 // 
f9fb = U+e756 // 
f9fc = U+e757 // 
fa40 = U+2170 // ⅰ
fa41 = U+2171 // ⅱ
fa42 = U+2172 // ⅲ
fa43 = U+2173 // ⅳ
fa44 = U+2174 // ⅴ
fa45 = U+2175 // ⅵ
fa46 = U+2176 // ⅶ
fa47 = U+2177 // ⅷ
fa48 = U+2178 // ⅸ
fa49 = U+2179 // ⅹ
fa4a = U+2160 // Ⅰ
fa4b = U+2161 // Ⅱ
fa4c = U+2162 // Ⅲ
fa4d = U+2163 // Ⅳ
fa4e = U+2164 // Ⅴ
fa4f = U+2165 // Ⅵ
fa50 = U+2166 // Ⅶ
fa51 = U+2167 // Ⅷ
fa52 = U+2168 // Ⅸ
fa53 = U+2169 // Ⅹ
fa54 = U+ffe2 // ￢
fa55 = U+ffe4 // ￤
fa56 = U+ff07 // ＇
fa57 = U+ff02 // ＂
fa58 = U+3231 // ㈱
fa59 = U+2116 // №
fa5a = U+2121 // ℡
fa5b = U+2235 // ∵
fa5d = U+891c // 褜
fa5e = U+9348 // 鍈
fa5f = U+9288 // 銈
fa61 = U+4fc9 // 俉
fa62 = U+70bb // 炻
fa63 = U+6631 // 昱
fa64 = U+68c8 // 棈
fa65 = U+92f9 // 鋹
fa66 = U+66fb // 曻
fa67 = U+5f45 // 彅
